RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,churn_probability,predicted_churn,customer_id,segment,age,gender,city,branch_code,annual_income_inr,credit_score,tenure_months,num_products_held,products_held,is_digital_user,preferred_channel,relationship_manager,has_loan,has_credit_card,has_investments,churn_flag,avg_monthly_balance_inr_mean,avg_monthly_balance_inr_std,avg_monthly_balance_inr_min,avg_monthly_balance_inr_max,num_debit_txns_mean,num_debit_txns_sum,num_credit_txns_mean,num_credit_txns_sum,digital_logins_mean,digital_logins_sum,branch_visits_mean,branch_visits_sum,total_complaints,avg_nps,balance_trend_slope,recency_ratio,complaint_month_pct,login_trend_slope,segment_enc,gender_enc,city_enc,branch_code_enc,products_held_enc,preferred_channel_enc,cluster
8575,15780677,Jackson,717,France,Female,59,4,0.0,2,1,1,170528.63,0,0.12689716,0,CUST008575,Mass,60.0,M,Bangalore,BR031,238300.0,838.0,89.0,2.0,"Current,FD",0.0,Branch,0.0,0.0,0.0,0.0,0.0,19608.116666666665,4526.646329188035,12764.1,26188.96,14.916666666666666,179.0,5.916666666666667,71.0,0.0,0.0,0.75,9.0,2.0,7.5,374.60006993006994,1.243870563343219,0.1666666666666666,0.0,2.0,1.0,1.0,30.0,209.0,0.0,0.0
8576,15690175,Ball,585,Spain,Male,45,0,0.0,2,0,0,189683.7,0,0.1346336,0,CUST008576,Mass,0.0,0,Spain,0,0.0,585.0,0.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8577,15722599,Nelson,751,France,Female,37,9,183613.66,2,0,0,49734.94,0,0.19414172,0,CUST008577,Mass,57.0,M,Ahmedabad,BR047,485828.0,631.0,16.0,5.0,"Loan,Demat,Current,Savings,FD",0.0,Branch,0.0,1.0,0.0,1.0,1.0,25304.424166666668,6040.770219774745,15740.69,39724.29,9.583333333333334,115.0,3.1666666666666665,38.0,0.0,0.0,1.3333333333333333,16.0,3.0,5.333333333333333,721.8875174825172,0.952412517724282,0.25,0.0,2.0,1.0,0.0,46.0,846.0,0.0,1.0
8578,15569976,Woronoff,754,Germany,Male,65,1,136186.44,1,1,1,121529.59,1,0.45442826,0,CUST008578,Affluent,0.0,0,Germany,0,0.0,754.0,1.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,136186.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8579,15707011,Morrison,495,France,Male,47,10,137682.68,1,1,0,71071.47,0,0.4328811,0,CUST008579,Affluent,0.0,0,France,0,0.0,495.0,10.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,137682.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8580,15702277,Smith,650,France,Male,34,4,106005.54,1,0,1,142995.32,0,0.081555516,0,CUST008580,Affluent,61.0,F,Mumbai,BR023,610599.0,813.0,72.0,3.0,"Credit_Card,Insurance,Savings",1.0,Phone,0.0,0.0,1.0,1.0,0.0,49224.651666666665,11455.260162667497,32661.41,67352.36,13.666666666666666,164.0,4.333333333333333,52.0,8.333333333333334,100.0,0.3333333333333333,4.0,1.0,8.666666666666666,59.98181818181839,1.094203859202011,0.0833333333333333,-0.0629370629370629,0.0,0.0,6.0,22.0,101.0,3.0,0.0
8581,15801915,Rendall,529,France,Female,31,6,152310.55,1,1,0,13054.25,0,0.08891946,0,CUST008581,Affluent,0.0,0,France,0,0.0,529.0,6.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,152310.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8582,15580213,McIntyre,585,France,Female,43,2,0.0,2,1,0,89402.54,0,0.104300804,0,CUST008582,Mass,0.0,0,France,0,0.0,585.0,2.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8583,15637947,Wei,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0,0.04489014,0,CUST008583,HNI,42.0,M,Mumbai,BR002,1912200.0,723.0,19.0,5.0,"Credit_Card,Current,Demat,FD,Loan",1.0,Net_Banking,0.0,1.0,1.0,1.0,0.0,180871.71666666667,48815.89096179019,107114.89,223014.09,14.416666666666666,173.0,4.916666666666667,59.0,8.75,105.0,0.3333333333333333,4.0,0.0,7.166666666666667,2620.4676223776223,0.9997722763579472,0.0,0.0454545454545454,1.0,1.0,6.0,1.0,4.0,2.0,2.0
8584,15715888,Allardyce,591,France,Female,38,2,142289.28,1,0,1,119638.85,0,0.14955096,0,CUST008584,Mass,45.0,F,Chennai,BR033,273485.0,755.0,20.0,2.0,"Current,Credit_Card",1.0,Branch,0.0,0.0,1.0,0.0,0.0,22173.279166666664,5921.370530299489,14563.45,30889.57,13.916666666666666,167.0,5.25,63.0,8.166666666666666,98.0,0.3333333333333333,4.0,1.0,7.75,-597.3643706293707,0.6648217481146946,0.0833333333333333,0.3496503496503496,2.0,0.0,2.0,32.0,159.0,0.0,0.0
8585,15732967,Cremonesi,731,France,Male,19,6,0.0,2,1,1,151581.79,0,0.0068410095,0,CUST008585,HNI,54.0,F,Delhi,BR013,4223731.0,784.0,70.0,4.0,"Loan,Current,Demat,Savings",1.0,Mobile,0.0,1.0,0.0,1.0,0.0,337488.04083333333,83748.0903622424,221889.99,443679.31,15.416666666666666,185.0,4.75,57.0,7.666666666666667,92.0,0.75,9.0,1.0,7.166666666666667,10443.31793706294,1.2336693302826416,0.0833333333333333,0.2657342657342657,1.0,0.0,3.0,12.0,815.0,1.0,2.0
8586,15737047,Weatherford,754,France,Female,45,6,0.0,1,1,0,73881.68,1,0.6804291,1,CUST008586,Mass,49.0,M,Bangalore,BR041,451993.0,698.0,33.0,4.0,"Demat,Savings,Current,Insurance",1.0,Branch,0.0,0.0,0.0,1.0,0.0,35152.402500000004,7094.84381959709,25629.95,45529.6,15.583333333333334,187.0,5.75,69.0,8.083333333333334,97.0,0.5,6.0,0.0,7.166666666666667,-792.738146853147,0.7318498784179525,0.0,0.2762237762237762,2.0,1.0,1.0,40.0,452.0,0.0,0.0
8587,15694039,Jen,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0,0.41621813,0,CUST008587,Affluent,0.0,0,Germany,0,0.0,650.0,9.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,149003.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8588,15649457,Macleod,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0,0.093324274,0,CUST008588,Mass,61.0,F,Delhi,BR006,500116.0,600.0,20.0,4.0,"Savings,Credit_Card,FD,Loan",1.0,Phone,0.0,1.0,1.0,0.0,0.0,44667.94083333333,10756.254036111826,28189.93,56853.19,15.75,189.0,6.583333333333333,79.0,8.416666666666666,101.0,0.8333333333333334,10.0,2.0,9.166666666666666,69.96108391608412,1.073880321626717,0.1666666666666666,-0.2622377622377622,2.0,0.0,3.0,5.0,955.0,3.0,0.0
8589,15742809,Mironova,712,Spain,Female,29,7,77919.78,1,1,0,122547.58,0,0.099085,0,CUST008589,Mass,0.0,0,Spain,0,0.0,712.0,7.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,77919.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8590,15637829,Sharpe,691,France,Female,34,7,0.0,2,0,1,161559.12,0,0.03469962,0,CUST008590,Mass,0.0,0,France,0,0.0,691.0,7.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8591,15633194,Osborne,771,France,Female,41,10,108309.0,4,1,1,137510.41,1,0.8785894,1,CUST008591,Affluent,0.0,0,France,0,0.0,771.0,10.0,0.0,4 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,108309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8592,15611635,Chu,678,Spain,Female,39,6,0.0,1,0,1,185366.56,0,0.33702537,0,CUST008592,Mass,0.0,0,Spain,0,0.0,678.0,6.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8593,15638774,Chong,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0,0.09544436,0,CUST008593,Mass,0.0,0,Spain,0,0.0,719.0,9.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8594,15722037,Alvarez,610,Germany,Male,36,7,115462.02,1,0,1,42581.04,0,0.19622952,0,CUST008594,NRI,44.0,M,Delhi,BR012,6311419.0,750.0,25.0,3.0,"Insurance,Savings,Credit_Card",1.0,Net_Banking,1.0,0.0,1.0,1.0,0.0,508476.23,145884.99689144193,329525.73,720915.34,16.25,195.0,4.833333333333333,58.0,6.5,78.0,0.5,6.0,0.0,8.583333333333334,280.3209790209784,1.0320073618301386,0.0,0.3636363636363636,3.0,1.0,3.0,11.0,759.0,2.0,2.0
8595,15672930,Palerma,722,Spain,Male,37,9,0.0,2,1,0,31921.95,0,0.035411797,0,CUST008595,Mass,35.0,M,Chennai,BR003,591650.0,607.0,64.0,4.0,"Savings,FD,Demat,Loan",0.0,Branch,0.0,1.0,0.0,1.0,1.0,32689.588333333333,10687.662933629968,14640.38,51807.65,10.083333333333334,121.0,3.4166666666666665,41.0,0.0,0.0,2.083333333333333,25.0,2.0,4.083333333333333,2298.4755244755243,1.3563545407398163,0.1666666666666666,0.0,2.0,1.0,2.0,2.0,1031.0,0.0,1.0
8596,15668774,Chiemenam,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1,0.13748828,0,CUST008596,Affluent,0.0,0,Germany,0,0.0,758.0,5.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,122739.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8597,15780966,Pritchard,709,France,Female,32,2,0.0,2,0,0,109681.29,0,0.034478616,0,CUST008597,Affluent,64.0,M,Pune,BR037,881568.0,831.0,26.0,3.0,"Loan,Current,Insurance",1.0,Mobile,0.0,1.0,0.0,1.0,0.0,72129.26666666666,15549.823834773722,45180.79,89752.36,15.5,186.0,4.583333333333333,55.0,7.5,90.0,0.5833333333333334,7.0,1.0,8.416666666666666,-1440.974055944056,0.7940563387764338,0.0833333333333333,0.0,0.0,1.0,7.0,36.0,822.0,1.0,0.0
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,1,0.37700933,0,CUST008598,Affluent,0.0,0,Germany,0,0.0,634.0,3.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,113781.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8599,15624424,Palerma,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0,0.08929463,0,CUST008599,Mass,0.0,0,Spain,0,0.0,678.0,1.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8600,15708713,Hill,633,France,Male,35,3,0.0,2,1,1,36249.76,0,0.016970504,0,CUST008600,Mass,0.0,0,France,0,0.0,633.0,3.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8601,15755405,Hudson,710,France,Male,43,9,128284.45,1,1,0,32996.89,1,0.25384805,0,CUST008601,Mass,63.0,F,Hyderabad,BR002,464848.0,625.0,117.0,5.0,"Insurance,Savings,Demat,Loan,FD",1.0,Branch,0.0,1.0,0.0,1.0,0.0,38103.42916666667,8505.783247709074,27839.56,51376.85,13.166666666666666,158.0,6.75,81.0,8.0,96.0,0.6666666666666666,8.0,1.0,7.333333333333333,-878.4996853146855,0.7320217746974231,0.0833333333333333,0.0419580419580419,2.0,0.0,4.0,1.0,770.0,0.0,0.0
8602,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,0.69764,1,CUST008602,Affluent,0.0,0,Germany,0,0.0,640.0,8.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,120591.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8603,15684348,Zhdanova,656,France,Male,63,8,0.0,2,0,1,57014.43,0,0.18598105,0,CUST008603,Mass,0.0,0,France,0,0.0,656.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8604,15702541,Fraser,551,France,Female,59,2,166968.28,1,1,0,159483.76,1,0.83986485,1,CUST008604,Affluent,22.0,F,Chennai,BR015,1100802.0,633.0,108.0,2.0,"Credit_Card,Loan",1.0,Mobile,0.0,1.0,1.0,0.0,0.0,86984.24833333334,20255.971792340355,57196.79,119233.27,14.583333333333334,175.0,4.083333333333333,49.0,7.666666666666667,92.0,0.5833333333333334,7.0,0.0,8.5,-1902.354755244756,0.9003536512625784,0.0,-0.2517482517482518,0.0,0.0,2.0,14.0,106.0,1.0,0.0
8605,15646942,Meng,786,Spain,Female,39,7,0.0,2,0,0,100929.59,0,0.08043277,0,CUST008605,Mass,53.0,M,Mumbai,BR029,450737.0,698.0,38.0,4.0,"Demat,Credit_Card,Savings,Loan",1.0,Phone,0.0,1.0,1.0,1.0,1.0,26103.07083333333,7704.1446182056125,11620.95,36297.21,9.333333333333334,112.0,2.833333333333333,34.0,4.583333333333333,55.0,0.25,3.0,2.0,5.75,1475.8585664335662,1.413361962018649,0.1666666666666666,0.2832167832167832,2.0,1.0,6.0,28.0,337.0,3.0,1.0
8606,15748920,Cherkasova,561,France,Female,49,8,0.0,2,1,1,12513.07,0,0.08134428,0,CUST008606,Mass,0.0,0,France,0,0.0,561.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8607,15694581,Rawlings,807,Spain,Male,42,5,0.0,2,1,1,74900.9,0,0.01988089,0,CUST008607,Mass,42.0,M,Mumbai,BR046,341404.0,749.0,21.0,4.0,"Savings,Current,Insurance,FD",0.0,Branch,0.0,0.0,0.0,1.0,0.0,27408.24333333333,7024.056380993087,18779.58,39610.51,17.0,204.0,4.25,51.0,0.0,0.0,2.0,24.0,0.0,8.416666666666666,375.6503496503498,1.3636739469102723,0.0,0.0,2.0,1.0,6.0,45.0,986.0,0.0,0.0
8608,15643215,Jen,602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0,0.04640393,0,CUST008608,Mass,26.0,F,Ahmedabad,BR036,537224.0,832.0,21.0,2.0,"Insurance,FD",0.0,Branch,0.0,0.0,0.0,1.0,0.0,38446.38,8204.908059458292,27619.25,52333.3,14.166666666666666,170.0,4.916666666666667,59.0,0.0,0.0,1.6666666666666667,20.0,1.0,8.666666666666666,-295.965104895105,0.9534028101280512,0.0833333333333333,0.0,2.0,0.0,0.0,35.0,705.0,0.0,0.0
8609,15649060,Chien,727,Germany,Female,31,3,82729.47,2,1,0,60212.51,0,0.10337341,0,CUST008609,Affluent,56.0,F,Hyderabad,BR020,853883.0,618.0,31.0,2.0,"Credit_Card,Demat",1.0,Phone,0.0,0.0,1.0,1.0,1.0,47414.57666666667,17732.887787880223,18348.89,73497.65,9.666666666666666,116.0,3.1666666666666665,38.0,4.5,54.0,0.75,9.0,1.0,4.666666666666667,3501.556013986014,1.543605845288485,0.0833333333333333,0.0,0.0,0.0,4.0,19.0,27.0,3.0,1.0
8610,15774258,Gorbunov,678,France,Male,40,1,0.0,2,1,1,187343.4,0,0.015307467,0,CUST008610,Mass,0.0,0,France,0,0.0,678.0,1.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8611,15731553,Lucas,730,France,Male,23,8,0.0,2,1,0,183284.53,0,0.019194916,0,CUST008611,Mass,0.0,0,France,0,0.0,730.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8612,15617029,Young,596,Spain,Female,30,1,0.0,2,1,0,8125.39,0,0.045040082,0,CUST008612,Mass,0.0,0,Spain,0,0.0,596.0,1.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8613,15780716,Colombo,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0,0.06565665,0,CUST008613,HNI,31.0,M,Delhi,BR005,3224504.0,643.0,57.0,4.0,"Demat,Insurance,FD,Credit_Card",1.0,Net_Banking,0.0,0.0,1.0,1.0,0.0,244190.84333333332,49801.45642818095,165763.29,330964.7,13.666666666666666,164.0,5.583333333333333,67.0,8.5,102.0,0.1666666666666666,2.0,1.0,8.333333333333334,-5318.273776223777,0.9317988724126895,0.0833333333333333,-0.0909090909090909,1.0,1.0,3.0,4.0,401.0,2.0,2.0
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0,0.10226169,0,CUST008614,Mass,41.0,F,Kolkata,BR018,220151.0,644.0,84.0,2.0,"Demat,Insurance",1.0,Phone,0.0,0.0,0.0,1.0,1.0,12616.834166666667,5263.824248731677,5490.91,23628.64,9.75,117.0,2.5,30.0,5.666666666666667,68.0,0.6666666666666666,8.0,1.0,4.5,1241.8016433566434,1.82985698836575,0.0833333333333333,0.4825174825174825,2.0,0.0,5.0,17.0,388.0,3.0,1.0
8615,15809515,Lewis,797,Germany,Male,32,1,151922.94,1,1,0,8877.06,0,0.16017543,0,CUST008615,Mass,68.0,M,Hyderabad,BR031,483203.0,754.0,50.0,2.0,"FD,Loan",1.0,Net_Banking,0.0,1.0,0.0,0.0,0.0,39578.61083333333,11001.478518656611,24249.81,56351.4,13.833333333333334,166.0,4.25,51.0,8.333333333333334,100.0,0.4166666666666667,5.0,1.0,9.416666666666666,100.90094405594402,0.9886872092424964,0.0833333333333333,0.3006993006993008,2.0,1.0,4.0,30.0,576.0,2.0,0.0
8616,15789924,Hussain,658,France,Female,39,4,0.0,1,1,1,147530.06,0,0.26783758,0,CUST008616,HNI,63.0,F,Mumbai,BR029,4948424.0,749.0,37.0,4.0,"Credit_Card,Insurance,Loan,Savings",1.0,Mobile,1.0,1.0,1.0,1.0,0.0,438290.3541666667,122005.03338015726,262723.15,576943.54,15.166666666666666,182.0,4.0,48.0,9.333333333333334,112.0,0.6666666666666666,8.0,0.0,8.0,276.16849650349445,1.1406972624412592,0.0,0.3146853146853147,1.0,0.0,6.0,28.0,99.0,1.0,2.0
8617,15725076,Anderson,653,Spain,Female,27,6,107751.68,2,1,1,33389.42,0,0.050656322,0,CUST008617,Affluent,0.0,0,Spain,0,0.0,653.0,6.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,107751.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8618,15672481,Ulyanov,641,France,Male,37,6,0.0,2,1,0,45309.24,0,0.036704954,0,CUST008618,Mass,66.0,M,Mumbai,BR033,458078.0,828.0,81.0,4.0,"FD,Current,Loan,Demat",0.0,Branch,0.0,1.0,0.0,1.0,0.0,38275.1925,9618.272071344323,23250.47,51216.39,13.833333333333334,166.0,4.666666666666667,56.0,0.0,0.0,1.5,18.0,2.0,7.083333333333333,538.1084965034966,1.3800047795500865,0.1666666666666666,0.0,2.0,1.0,6.0,32.0,512.0,0.0,0.0
8619,15574115,Shaw,656,Spain,Female,41,6,101179.23,2,1,1,35230.61,0,0.16924517,0,CUST008619,HNI,32.0,F,Hyderabad,BR008,2099652.0,611.0,87.0,1.0,FD,0.0,Branch,0.0,0.0,0.0,0.0,1.0,104822.43083333332,31344.02007913687,56324.4,177889.16,9.083333333333334,109.0,3.333333333333333,40.0,0.0,0.0,1.3333333333333333,16.0,1.0,2.9166666666666665,6069.997237762236,1.3654206459530245,0.0833333333333333,0.0,1.0,0.0,4.0,7.0,473.0,0.0,1.0
8620,15661830,Lucciano,750,Spain,Female,36,6,0.0,2,1,1,59816.41,0,0.034166522,0,CUST008620,Mass,0.0,0,Spain,0,0.0,750.0,6.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8621,15665879,Gordon,768,France,Female,40,8,0.0,2,0,1,69080.46,0,0.038112167,0,CUST008621,Mass,0.0,0,France,0,0.0,768.0,8.0,0.0,2 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8622,15673820,Woodward,568,France,Male,33,7,0.0,2,1,0,143450.61,0,0.031344395,0,CUST008622,Mass,38.0,M,Mumbai,BR041,421838.0,725.0,80.0,2.0,"Insurance,Demat",1.0,Mobile,0.0,0.0,0.0,1.0,0.0,32495.865,8557.13338726713,22070.16,47789.52,13.333333333333334,160.0,3.75,45.0,7.416666666666667,89.0,0.6666666666666666,8.0,0.0,8.166666666666666,1201.1799300699297,1.3179439453652269,0.0,-0.2692307692307693,2.0,1.0,6.0,40.0,678.0,1.0,0.0
8623,15747772,Cunningham,706,Germany,Male,36,9,58571.18,2,1,0,40774.01,0,0.057924345,0,CUST008623,Mass,30.0,M,Ahmedabad,BR023,555571.0,780.0,94.0,1.0,Current,1.0,Net_Banking,0.0,0.0,0.0,0.0,0.0,51892.12583333333,10419.755414130375,33185.05,64338.23,14.75,177.0,4.583333333333333,55.0,7.666666666666667,92.0,0.4166666666666667,5.0,1.0,6.833333333333333,-620.5677972027975,0.900973593455243,0.0833333333333333,0.1468531468531468,2.0,1.0,0.0,22.0,158.0,2.0,0.0
8624,15666197,Boni,430,Germany,Female,38,8,153058.64,1,1,0,99377.27,0,0.44051903,0,CUST008624,Affluent,0.0,0,Germany,0,0.0,430.0,8.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,153058.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8625,15773639,Truscott,745,Germany,Male,35,4,98270.34,1,1,0,133617.43,0,0.3006173,0,CUST008625,Mass,0.0,0,Germany,0,0.0,745.0,4.0,0.0,1 Product(s),0.0,0,0.0,0.0,0.0,0.0,0.0,98270.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,101495.0,1,0.12275604,0,CUST008626,Affluent,60.0,M,Delhi,BR002,1176105.0,656.0,21.0,2.0,"Loan,Credit_Card",1.0,Net_Banking,0.0,1.0,1.0,0.0,0.0,104782.2925,20198.139660698784,71239.77,131097.32,16.666666666666668,200.0,5.083333333333333,61.0,8.5,102.0,0.5833333333333334,7.0,0.0,8.166666666666666,1095.863111888112,1.2527434171027938,0.0,0.4195804195804196,0.0,1.0,3.0,1.0,780.0,2.0,0.0
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1,0.34994644,0,CUST008627,Mass,51.0,M,Chennai,BR010,307469.0,817.0,25.0,1.0,FD,1.0,Net_Banking,0.0,0.0,0.0,0.0,1.0,16606.6275,6287.847391559986,7718.6,28631.47,9.25,111.0,3.25,39.0,4.333333333333333,52.0,0.4166666666666667,5.0,4.0,4.166666666666667,1244.5484265734267,1.3842961539488237,0.3333333333333333,0.3706293706293707,2.0,1.0,2.0,9.0,473.0,2.0,1.0
8628,15777830,Hutchinson,639,France,Female,42,4,0.0,2,0,0,167682.37,0,0.10476235,0,CUST008628,Affluent,43.0,F,Ahmedabad,BR004,614052.0,785.0,22.0,3.0,"Loan,Credit_Card,Current",1.0,Phone,0.0,1.0,1.0,0.0,0.0,52884.82000000001,13255.587497744626,32619.27,69960.14,15.25,183.0,6.5,78.0,8.416666666666666,101.0,0.5,6.0,1.0,9.25,-845.4100699300698,0.763447318882073,0.0833333333333333,0.2692307692307692,0.0,0.0,0.0,3.0,781.0,3.0,0.0
